fund,fund_ticker,yahoo_ticker,name
GSSC,VRTV,VRTV,Veritiv Corp
GSSC,VSH,VSH,Vishay Intertechnology Inc
GSSC,VSTO,VSTO,Vista Outdoor Inc
GSSC,VTNR,VTNR,Vertex Energy Inc
GSSC,VTOL,VTOL,Bristow Group Inc
GSSC,VVX,VVX,V2X Inc
GSSC,WABC,WABC,Westamerica BanCorp
GSSC,WAFD,WAFD,Washington Federal Inc
GSSC,WASH,WASH,Washington Trust Bancorp Inc
GSSC,WD,WD,Walker & Dunlop Inc
GSSC,WDFC,WDFC,WD-40 Co
GSSC,WERN,WERN,Werner Enterprises Inc
GSSC,WFRD,WFRD,Weatherford International PLC
GSSC,WGO,WGO,Winnebago Industries Inc
GSSC,WHD,WHD,Cactus Inc
GSSC,WINA,WINA,Winmark Corp
GSSC,WING,WING,Wingstop Inc
GSSC,WIRE,WIRE,Encore Wire Corp
GSSC,WISH,WISH,ContextLogic Inc
GSSC,WK,WK,Workiva Inc
GSSC,WLDN,WLDN,Willdan Group Inc
GSSC,WLY,WLY,John Wiley & Sons Inc
GSSC,WMK,WMK,Weis Markets Inc
GSSC,WNC,WNC,Wabash National Corp
GSSC,WOR,WOR,Worthington Industries Inc
GSSC,WOW,WOW,WideOpenWest Inc
GSSC,WRE,WRE,Washington Real Estate Investment Trust
GSSC,WRLD,WRLD,World Acceptance Corp
GSSC,WSBC,WSBC,WesBanco Inc
GSSC,WSBF,WSBF,Waterstone Financial Inc
GSSC,WSFS,WSFS,WSFS Financial Corp
GSSC,WSR,WSR,Whitestone REIT
GSSC,WTBA,WTBA,West BanCorp Inc
GSSC,WTI,WTI,W&T Offshore Inc
GSSC,WTS,WTS,Watts Water Technologies Inc
GSSC,WW,WW,WW International Inc
GSSC,WWW,WWW,Wolverine World Wide Inc
GSSC,XHR,XHR,Xenia Hotels & Resorts Inc
GSSC,XNCR,XNCR,Xencor Inc
GSSC,XPEL,XPEL,XPEL Inc
GSSC,XPER,XPER,Xperi Holding Corp
GSSC,XRX,XRX,Xerox Holdings Corp
GSSC,YELP,YELP,Yelp Inc
GSSC,YEXT,YEXT,Yext Inc
GSSC,YORW,YORW,York Water Co
GSSC,ZD,ZD,Ziff Davis Inc
GSSC,ZETA,ZETA,Zeta Global Holdings Corp
GSSC,ZEUS,ZEUS,Olympic Steel Inc
GSSC,ZEV,ZEV,Lightning eMotors Inc
GSSC,ZIMV,ZIMV,Zimvie Inc
GSSC,ZIP,ZIP,ZipRecruiter Inc
GSSC,ZUMZ,ZUMZ,Zumiez Inc
GSSC,ZUO,ZUO,Zuora Inc
GSSC,ZWS,ZWS,Zurn Elkay Water Solutions Corp
GSSC,ZYXI,ZYXI,Zynex Inc
GVIP,AAPL,AAPL,Apple Inc
GVIP,AMD,AMD,Advanced Micro Devices Inc
GVIP,AMZN,AMZN,Amazon.com Inc
GVIP,APO,APO,Apollo Global Management Inc
GVIP,ATVI,ATVI,Activision Blizzard Inc
GVIP,BABA,BABA,Alibaba Group Holding Ltd
GVIP,BAC,BAC,Bank of America Corp
GVIP,BHVN,BHVN,Biohaven Pharmaceutical Holding Co Ltd
GVIP,BKNG,BKNG,Booking Holdings Inc
GVIP,BLDR,BLDR,Builders FirstSource Inc
GVIP,BRK/B,BRK-B,Berkshire Hathaway Inc
GVIP,C,C,Citigroup Inc
GVIP,CCK,CCK,Crown Holdings Inc
GVIP,CHK,CHK,Chesapeake Energy Corp
GVIP,CHTR,CHTR,Charter Communications Inc
GVIP,CNC,CNC,Centene Corp
GVIP,CRM,CRM,Salesforce Inc
GVIP,CRWD,CRWD,Crowdstrike Holdings Inc
GVIP,DHR,DHR,Danaher Corp
GVIP,DIS,DIS,Walt Disney Co
GVIP,ELV,ELV,Elevance Health Inc
GVIP,EQT,EQT,EQT Corp
GVIP,ESTC,ESTC,Elastic NV
GVIP,FISV,FISV,Fiserv Inc
GVIP,FIVN,FIVN,Five9 Inc
GVIP,FYBR,FYBR,Frontier Communications Parent Inc
GVIP,GDDY,GDDY,GoDaddy Inc
GVIP,GOOGL,GOOGL,Alphabet Inc-Cl A
GVIP,GPN,GPN,Global Payments Inc
GVIP,HUM,HUM,Humana Inc
GVIP,LNG,LNG,Cheniere Energy Inc
GVIP,MA,MA,Mastercard Inc
GVIP,MELI,MELI,MercadoLibre Inc
GVIP,META,META,Meta Platforms Inc
GVIP,MSFT,MSFT,Microsoft Corp
GVIP,NFLX,NFLX,Netflix Inc
GVIP,NOW,NOW,ServiceNow Inc
GVIP,PANW,PANW,Palo Alto Networks Inc
GVIP,PYPL,PYPL,PayPal Holdings Inc
GVIP,RH,RH,RH
GVIP,SCHW,SCHW,Charles Schwab Corp
GVIP,TEAM,TEAM,Atlassian Corp PLC
GVIP,TEAMN,TEAM,Atlassian Corp PLC
GVIP,TMUS,TMUS,T-Mobile US Inc
GVIP,TSLA,TSLA,Tesla Inc
GVIP,UBER,UBER,Uber Technologies Inc
GVIP,UNH,UNH,UnitedHealth Group Inc
GVIP,V,V,Visa Inc
GVIP,WFC,WFC,Wells Fargo & Co
GVIP,WSC,WSC,WillScot Mobile Mini Holdings Corp
GVIP,ZEN,ZEN,Zendesk Inc
GDOC,AGIO,AGIO,Agios Pharmaceuticals Inc
GDOC,ALGN,ALGN,Align Technology Inc
GDOC,ALLO,ALLO,Allogene Therapeutics Inc
GDOC,ALNY,ALNY,Alnylam Pharmaceuticals Inc
GDOC,ARE,ARE,Alexandria Real Estate Equities Inc
GDOC,ARGX,ARGX,Argenx SE
GDOC,AXNX,AXNX,Axonics Inc
GDOC,AZN,AZN,AstraZeneca PLC
GDOC,BEAM,BEAM,Beam Therapeutics Inc
GDOC,BIIB,BIIB,Biogen Inc
GDOC,BMY,BMY,Bristol-Myers Squibb Co
GDOC,BSX,BSX,Boston Scientific Corp
GDOC,CERT,CERT,Certara Inc
GDOC,COO,COO,Cooper Cos Inc
GDOC,CSL,CSL,CSL Ltd
GDOC,CTLT,CTLT,Catalent Inc
GDOC,CYTK,CYTK,Cytokinetics Inc
GDOC,DHR,DHR,Danaher Corp
GDOC,DIM,DIM,Sartorius Stedim Biotech
GDOC,DXCM,DXCM,Dexcom Inc
GDOC,EW,EW,Edwards Lifesciences Corp
GDOC,EXEL,EXEL,Exelixis Inc
GDOC,GH,GH,Guardant Health Inc
GDOC,GILD,GILD,Gilead Sciences Inc
GDOC,GMAB,GMAB,Genmab A/S
GDOC,HALO,HALO,Halozyme Therapeutics Inc
GDOC,IDXX,IDXX,IDEXX Laboratories Inc
GDOC,ILMN,ILMN,Illumina Inc
GDOC,IRTC,IRTC,iRhythm Technologies Inc
GDOC,ISRG,ISRG,Intuitive Surgical Inc
GDOC,LLY,LLY,Eli Lilly & Co
GDOC,MTD,MTD,Mettler-Toledo International Inc
GDOC,MXCT,MXCT,MaxCyte Inc
GDOC,NARI,NARI,Inari Medical Inc
GDOC,NBIX,NBIX,Neurocrine Biosciences Inc
GDOC,NOVT,NOVT,Novanta Inc
GDOC,PACB,PACB,Pacific Biosciences of California Inc
GDOC,PHVS,PHVS,Pharvaris NV
GDOC,PKI,PKI,PerkinElmer Inc
GDOC,PODD,PODD,Insulet Corp
GDOC,RARE,RARE,Ultragenyx Pharmaceutical Inc
GDOC,SAGE,SAGE,Sage Therapeutics Inc
GDOC,SGEN,SGEN,Seagen Inc
GDOC,SRPT,SRPT,Sarepta Therapeutics Inc
GDOC,STVN,STVN,Stevanato Group SpA
GDOC,SWAV,SWAV,Shockwave Medical Inc
GDOC,TNDM,TNDM,Tandem Diabetes Care Inc
GDOC,TSVT,TSVT,2seventy bio Inc
GDOC,VEEV,VEEV,Veeva Systems Inc
GDOC,WST,WST,West Pharmaceutical Services Inc
GDOC,ZBH,ZBH,Zimmer Biomet Holdings Inc
GBUY,035420,035420.KS,NAVER Corp
GBUY,1876,1876.HK,Budweiser Brewing Co APAC Ltd
GBUY,2330,2330.TW,Taiwan Semiconductor Manufacturing Co Ltd
GBUY,2454,2454.TW,MediaTek Inc
GBUY,3690,3690.HK,Meituan
GBUY,9888,9888.HK,Baidu Inc
GBUY,ADYEN,ADYEN.AS,Adyen NV
GBUY,AMT,AMT,American Tower Corp
GBUY,AMZN,AMZN,Amazon.com Inc
GBUY,BALL,BALL,Ball Corp
GBUY,BFIT,BFIT,Basic-Fit NV
GBUY,BMBL,BMBL,Bumble Inc
GBUY,CPR,CPR.MI,Davide Campari-Milano NV
GBUY,DIS,DIS,Walt Disney Co
GBUY,DSM,DSM,Koninklijke DSM NV
GBUY,EA,EA,Electronic Arts Inc
GBUY,EDPR,EDPR.LS,EDP Renovaveis SA
GBUY,ETSY,ETSY,Etsy Inc
GBUY,EVD,EVD.DE,CTS Eventim AG & Co KGaA
GBUY,EXPN,EXPN.L,Experian PLC
GBUY,FTCH,FTCH,Farfetch Ltd
GBUY,GH,GH,Guardant Health Inc
GBUY,GOOG,GOOG,Alphabet Inc-Cl C
GBUY,ILMN,ILMN,Illumina Inc
GBUY,LWSA3,LWSA3.SA,Locaweb Servicos de Internet SA
GBUY,LYV,LYV,Live Nation Entertainment Inc
GBUY,MA,MA,Mastercard Inc
GBUY,MC,MC,LVMH Moet Hennessy Louis Vuitton SE
GBUY,MELI,MELI,MercadoLibre Inc
GBUY,META,META,Meta Platforms Inc
GBUY,MONC,MONC.MI,Moncler SpA
GBUY,NEE,NEE,NextEra Energy Inc
GBUY,NKE,NKE,NIKE Inc
GBUY,NVDA,NVDA,NVIDIA Corp
GBUY,SE,SE,Sea Ltd
GBUY,SNAP,SNAP,Snap Inc
GBUY,TMUS,TMUS,T-Mobile US Inc
GBUY,ULTA,ULTA,Ulta Beauty Inc
SGDM,ABX CN,ABX.TO,Barrick Gold Corp.
SGDM,AEM CN,AEM.TO,Agnico Eagle Mines Ltd.
SGDM,AGI CN,AGI.TO,Alamos Gold Inc.
SGDM,AU,AU,AngloGold Ashanti Ltd.
SGDM,BTO CN,BTO.TO,B2Gold Corp.
SGDM,CDE,CDE,Coeur Mining Inc.
SGDM,CG CN,CG.TO,Centerra Gold Inc.
SGDM,DPM CN,DPM.TO,Dundee Precious Metals Inc.
SGDM,EDV CN,EDV.TO,Endeavour Mining PLC
SGDM,ELD CN,ELD.TO,Eldorado Gold Corp.
SGDM,EQX CN,EQX.TO,Equinox Gold Corp.
SGDM,FNV CN,FNV.TO,Franco-Nevada Corp.
SGDM,GFI,GFI,Gold Fields Ltd.
SGDM,HL,HL,Hecla Mining Co.
SGDM,HMY,HMY,Harmony Gold Mining Co. Ltd.
SGDM,IMG CN,IMG.TO,IAMGOLD Corp.
SGDM,K CN,K.TO,Kinross Gold Corp.
SGDM,KNT CN,KNT.TO,K92 Mining Inc.
SGDM,NEM,NEM,Newmont Corp.
SGDM,NG CN,NG.TO,Novagold Resources Inc.
SGDM,NGD CN,NGD.TO,New Gold Inc.
SGDM,OGC CN,OGC.TO,OceanaGold Corp.
SGDM,OR CN,OR.TO,Osisko Gold Royalties Ltd.
SGDM,OSK CN,OSK.TO,Osisko Mining Inc.
SGDM,RGLD,RGLD,Royal Gold Inc.
SGDM,SEA CN,SEA.TO,Seabridge Gold Inc.
SGDM,SSL CN,SSL.TO,Sandstorm Gold Ltd.
SGDM,SSRM CN,SSRM.TO,SSR Mining Inc.
SGDM,TXG CN,TXG.TO,Torex Gold Resources Inc.
SGDM,WDO CN,WDO.TO,Wesdome Gold Mines Ltd.
SGDM,WPM CN,WPM.TO,Wheaton Precious Metals Corp.
SGDM,YRI CN,YRI.TO,Yamana Gold Inc.
SGDJ,AMI AU,AMI.AX,Aurelia Metals Ltd.
SGDJ,AR CN,AR.TO,Argonaut Gold Inc.
SGDJ,BGL AU,BGL.AX,Bellevue Gold Ltd.
SGDJ,CDE,CDE,Coeur Mining Inc.
SGDJ,CEY LN,CEY.L,Centamin PLC
SGDJ,CMM AU,CMM.AX,Capricorn Metals Ltd.
SGDJ,DEG AU,DEG.AX,De Grey Mining Ltd.
SGDJ,DPM CN,DPM.TO,Dundee Precious Metals Inc.
SGDJ,EDR CN,EDR.TO,Endeavour Silver Corp.
SGDJ,ELD CN,ELD.TO,Eldorado Gold Corp.
SGDJ,EQX CN,EQX.TO,Equinox Gold Corp.
SGDJ,FFX AU,FFX.AX,Firefinch Ltd.
SGDJ,GGP LN,GGP.L,Greatland Gold PLC
SGDJ,GOR AU,GOR.AX,Gold Road Resources Ltd.
SGDJ,HOC LN,HOC.L,Hochschild Mining PLC
SGDJ,KNT CN,KNT.TO,K92 Mining Inc.
SGDJ,KOZAL TI,KOZAL.IS,Koza Altin Isletmeleri AS
SGDJ,KRR CN,KRR.TO,Karora Resources Inc.
SGDJ,LLL AU,LLL.AX,Leo Lithium Ltd.
SGDJ,LUG CN,LUG.TO,Lundin Gold Inc.
SGDJ,MCR AU,MCR.AX,Mincor Resources NL
SGDJ,MUX,MUX,McEwen Mining Inc.
SGDJ,NG,NG,Novagold Resources Inc.
SGDJ,NGD CN,NGD.TO,New Gold Inc.
SGDJ,OGC CN,OGC.TO,OceanaGold Corp.
SGDJ,OLA CN,OLA.TO,Orla Mining Ltd.
SGDJ,OSK CN,OSK.TO,Osisko Mining Inc.
SGDJ,PAF LN,PAF.L,Pan African Resources PLC
SGDJ,PRU AU,PRU.AX,Perseus Mining Ltd.
SGDJ,RED AU,RED.AX,Red 5 Ltd.
SGDJ,RMS AU,RMS.AX,Ramelius Resources Ltd.
SGDJ,RRL AU,RRL.AX,Regis Resources Ltd.
SGDJ,SA,SA,Seabridge Gold Inc.
SGDJ,SBB CN,SBB.TO,Sabina Gold & Silver Corp.
SGDJ,SBM AU,SBM.AX,St Barbara Ltd.
SGDJ,SKE CN,SKE.TO,Skeena Resources Ltd.
SGDJ,SLR AU,SLR.AX,Silver Lake Resources Ltd.
SGDJ,SOLG LN,SOLG.L,SolGold PLC
SGDJ,TXG CN,TXG.TO,Torex Gold Resources Inc.
SGDJ,VGCX CN,VGCX.TO,Victoria Gold Corp.
SGDJ,WAF AU,WAF.AX,West African Resources Ltd.
SGDJ,WDO CN,WDO.TO,Wesdome Gold Mines Ltd.
SGDJ,WGX AU,WGX.AX,Westgold Resources Ltd.
URNM,1164 HK,1164.HK,CGN Mining Co. Ltd.
URNM,AEE AU,AEE.AX,Aura Energy Ltd
URNM,AGE AU,AGE.AX,Alligator Energy Ltd.
URNM,API CN,API.CN,Appia Rare Earths & Uranium Corp.
URNM,BKY LN,BKY.MC,Berkeley Energia Ltd.
URNM,BMN AU,BMN.AX,Bannerman Energy Ltd.
URNM,BMNDA AU,BMN.AX,Bannerman Energy Ltd.
URNM,BOE AU,BOE.AX,Boss Energy Ltd.
URNM,CCJ,CCJ,Cameco Corp.
URNM,CUR CN,CUR.V,Consolidated Uranium Inc.
URNM,CVV CN,CVV.V,CanAlaska Uranium Ltd.
URNM,DNN,DNN,Denison Mines Corp.
URNM,DYL AU,DYL.AX,Deep Yellow Ltd.
URNM,EL8 AU,EL8.AX,Elevate Uranium Ltd.
URNM,EU CN,EU.V,Encore Energy Corp.
URNM,FCU CN,FCU.TO,Fission Uranium Corp.
URNM,FIND CN,FIND.V,Baselode Energy Corp.
URNM,FSY CN,FSY.TO,Forsys Metals Corp.
URNM,GLO CN,GLO.TO,Global Atomic Corp.
URNM,GXU CN,GXU.V,GoviEx Uranium Inc.
URNM,ISO CN,ISO.V,IsoEnergy Ltd.
URNM,KAP LI,KAP.IL,NAC Kazatomprom JSC
URNM,LAM CN,LAM.TO,Laramide Resources Ltd.
URNM,LOT AU,LOT.AX,Lotus Resources Ltd.
URNM,MGA CN,MGA.TO,Mega Uranium Ltd.
URNM,NXE,NXE,NexGen Energy Ltd.
URNM,PDN AU,PDN.AX,Paladin Energy Ltd.
URNM,PEN AU,PEN.AX,Peninsula Energy Ltd.
URNM,SYH CN,SYH.V,Skyharbour Resources Ltd.
URNM,TOE AU,TOE.AX,Toro Energy Ltd.
URNM,U-U CN,U-U.TO,Sprott Physical Uranium Trust
URNM,UEC,UEC,Uranium Energy Corp.
URNM,UEX CN,UEX.TO,UEX Corp.
URNM,URC CN,URC.V,Uranium Royalty Corp.
URNM,URG,URG,Ur-Energy Inc.
URNM,UUUU,UUUU,Energy Fuels Inc.
URNM,VMY AU,VMY.AX,Vimy Resources Ltd.
URNM,WUC CN,WUC.CN,Western Uranium & Vanadium Corp.
URNM,YCA LN,YCA.L,Yellow Cake PLC
IQM,006400,006400.KS,SAMSUNG SDI CO LTD PFD
IQM,6752,6752.T,PANASONIC HOLDINGS CORP
IQM,6861,6861.T,KEYENCE CORP
IQM,AAPL,AAPL,APPLE INC
IQM,ADI,ADI,ANALOG DEVICES INC
IQM,ADSK,ADSK,AUTODESK INC
IQM,AGCO,AGCO,AGCO CORP
IQM,ALTR,ALTR,ALTAIR ENGINEERING INC   A
IQM,AMAT,AMAT,APPLIED MATERIALS INC
IQM,AMD,AMD,ADVANCED MICRO DEVICES
IQM,ANSS,ANSS,ANSYS INC
IQM,APH,APH,AMPHENOL CORP CL A
IQM,APTV,APTV,APTIV PLC
IQM,ASAN,ASAN,ASANA INC   CL A
IQM,ASM,ASM,ASM INTERNATIONAL NV
IQM,ASML,ASML,ASML HOLDING NV NY REG SHS
IQM,AXON,AXON,AXON ENTERPRISE INC
IQM,AZTA,AZTA,AZENTA INC
IQM,BKR,BKR,BAKER HUGHES CO
IQM,BSY,BSY,BENTLEY SYSTEMS INC CLASS B
IQM,CDNS,CDNS,CADENCE DESIGN SYS INC
IQM,CGNX,CGNX,COGNEX CORP
IQM,CSU,CNSWF,CONSTELLATION SOFTWARE INC
IQM,DSG,DSGX,DESCARTES SYSTEMS GRP/THE
IQM,DSY,DSY.PA,DASSAULT SYSTEMES
IQM,DXCM,DXCM,DEXCOM INC
IQM,ENPH,ENPH,ENPHASE ENERGY INC
IQM,ENTG,ENTG,ENTEGRIS INC
IQM,ETN,ETN,EATON CORP PLC
IQM,FSLR,FSLR,FIRST SOLAR INC
IQM,GTLS,GTLS,CHART INDUSTRIES INC
IQM,HON,HON,HONEYWELL INTERNATIONAL INC
IQM,IDXX,IDXX,IDEXX LABORATORIES INC
IQM,IFX,IFX.DE,INFINEON TECHNOLOGIES AG
IQM,INSP,INSP,INSPIRE MEDICAL SYSTEMS INC
IQM,ISRG,ISRG,INTUITIVE SURGICAL INC
IQM,KEYS,KEYS,KEYSIGHT TECHNOLOGIES IN
IQM,KLAC,KLAC,KLA CORP
IQM,LRCX,LRCX,LAM RESEARCH CORP
IQM,MCHP,MCHP,MICROCHIP TECHNOLOGY INC
IQM,MRVL,MRVL,MARVELL TECHNOLOGY INC
IQM,NVDA,NVDA,NVIDIA CORP
IQM,NXPI,NXPI,NXP SEMICONDUCTORS NV
IQM,PODD,PODD,INSULET CORP
IQM,PTC,PTC,PTC INC
IQM,PWR,PWR,QUANTA SERVICES INC
IQM,RMD,RMD,RESMED INC
IQM,ROP,ROP,ROPER TECHNOLOGIES INC
IQM,RUN,RUN,SUNRUN INC
IQM,SEDG,SEDG,SOLAREDGE TECHNOLOGIES INC
IQM,SIE,SIE.DE,SIEMENS AG REG
IQM,SITM,SITM,SITIME CORP
IQM,SMR,SMR,NUSCALE POWER CORP
IQM,SNPS,SNPS,SYNOPSYS INC
IQM,SWAV,SWAV,SHOCKWAVE MEDICAL INC
IQM,SYK,SYK,STRYKER CORP
IQM,TEAM,TEAM,ATLASSIAN CORP PLC CLASS A
IQM,TEL,TEL,TE CONNECTIVITY LTD
IQM,TER,TER,TERADYNE INC
IQM,TRMB,TRMB,TRIMBLE INC
IQM,TSLA,TSLA,TESLA INC
IQM,TSM,TSM,TAIWAN SEMICONDUCTOR SP ADR
IQM,TXN,TXN,TEXAS INSTRUMENTS INC
IQM,VMI,VMI,VALMONT INDUSTRIES
IQM,WOLF,WOLF,WOLFSPEED INC
IQM,ZBRA,ZBRA,ZEBRA TECHNOLOGIES CORP CL A
HELX,207940,207940.KS,SAMSUNG BIOLOGICS CO LTD
HELX,A,A,AGILENT TECHNOLOGIES INC
HELX,ALNY,ALNY,ALNYLAM PHARMACEUTICALS INC
HELX,ARE,ARE,ALEXANDRIA REAL ESTATE EQUIT
HELX,AVTR,AVTR,AVANTOR INC
HELX,AZN,AZN,ASTRAZENECA PLC SPONS ADR
HELX,AZTA,AZTA,AZENTA INC
HELX,BEAM,BEAM,BEAM THERAPEUTICS INC
HELX,BIO,BIO,BIO RAD LABORATORIES A
HELX,BMY,BMY,BRISTOL MYERS SQUIBB CO
HELX,BNTX,BNTX,BIONTECH SE ADR
HELX,BRKR,BRKR,BRUKER CORP
HELX,CDMO,CDMO,AVID BIOSERVICES INC
HELX,CDNS,CDNS,CADENCE DESIGN SYS INC
HELX,CRL,CRL,CHARLES RIVER LABORATORIES
HELX,CRSP,CRSP,CRISPR THERAPEUTICS AG
HELX,CTLT,CTLT,CATALENT INC
HELX,CTVA,CTVA,CORTEVA INC
HELX,DHR,DHR,DANAHER CORP
HELX,DNAY,DNAY,CODEX DNA INC
HELX,DOCS,DOCS,DOXIMITY INC CLASS A
HELX,DVAX,DVAX,DYNAVAX TECHNOLOGIES CORP
HELX,EDIT,EDIT,EDITAS MEDICINE INC
HELX,EVT,EVT,EVOTEC SE
HELX,FATE,FATE,FATE THERAPEUTICS INC
HELX,FLGT,FLGT,FULGENT GENETICS INC
HELX,FMC,FMC,FMC CORP
HELX,GH,GH,GUARDANT HEALTH INC
HELX,GSK,GSK,GSK PLC SPON ADR
HELX,HLN,HLN,HALEON PLC ADR
HELX,ICLR,ICLR,ICON PLC
HELX,ILMN,ILMN,ILLUMINA INC
HELX,IONS,IONS,IONIS PHARMACEUTICALS INC
HELX,IQV,IQV,IQVIA HOLDINGS INC
HELX,ISEE,ISEE,IVERIC BIO INC
HELX,KRYS,KRYS,KRYSTAL BIOTECH INC
HELX,LGND,LGND,LIGAND PHARMACEUTICALS
HELX,LH,LH,LABORATORY CRP OF AMER HLDGS
HELX,LLY,LLY,ELI LILLY + CO
HELX,LONN,LONN.SW,LONZA GROUP AG REG
HELX,MEDP,MEDP,MEDPACE HOLDINGS INC
HELX,MRNA,MRNA,MODERNA INC
HELX,MRVI,MRVI,MARAVAI LIFESCIENCES HLDGS A
HELX,NTLA,NTLA,INTELLIA THERAPEUTICS INC
HELX,NVDA,NVDA,NVIDIA CORP
HELX,OABI,OABI,OMNIAB INC W/I
HELX,OABIV,OABIV,OMNIAB INC W/I
HELX,OLK,OLK,OLINK HOLDING AB   ADR
HELX,ONT,ONT.L,OXFORD NANOPORE TECHNOLOGIES
HELX,PKI,PKI,PERKINELMER INC
HELX,PRVA,PRVA,PRIVIA HEALTH GROUP INC
HELX,PTCT,PTCT,PTC THERAPEUTICS INC
HELX,QGEN,QGEN,QIAGEN N.V.
HELX,REGN,REGN,REGENERON PHARMACEUTICALS
HELX,RGEN,RGEN,REPLIGEN CORP
HELX,SDGR,SDGR,SCHRODINGER INC
HELX,SLP,SLP,SIMULATIONS PLUS INC
HELX,SRPT,SRPT,SAREPTA THERAPEUTICS INC
HELX,SRT3,SRT.MU,SARTORIUS AG VORZUG
HELX,TECH,TECH,BIO TECHNE CORP
HELX,TMO,TMO,THERMO FISHER SCIENTIFIC INC
HELX,TSHA,TSHA,TAYSHA GENE THERAPIES INC
HELX,TWST,TWST,TWIST BIOSCIENCE CORP
HELX,UNH,UNH,UNITEDHEALTH GROUP INC
HELX,VCYT,VCYT,VERACYTE INC
HELX,VEEV,VEEV,VEEVA SYSTEMS INC CLASS A
HELX,VERV,VERV,VERVE THERAPEUTICS INC
HELX,VRTX,VRTX,VERTEX PHARMACEUTICALS INC
ARKK,BEAM,BEAM,BEAM THERAPEUTICS INC
ARKK,BLI,BLI,BERKELEY LIGHTS INC
ARKK,CERS,CERS,CERUS CORP
ARKK,CGEN,CGEN,COMPUGEN LTD
ARKK,COIN,COIN,COINBASE GLOBAL INC -CLASS A
ARKK,CRSP,CRSP,CRISPR THERAPEUTICS AG
ARKK,DKNG,DKNG,DRAFTKINGS INC - CL A
ARKK,DKNG UW,DKNG,DRAFTKINGS INC
ARKK,DNA,DNA,GINKGO BIOWORKS HOLDINGS INC
ARKK,EXAS,EXAS,EXACT SCIENCES CORP
ARKK,FATE,FATE,FATE THERAPEUTICS INC
ARKK,HOOD,HOOD,ROBINHOOD MARKETS INC - A
ARKK,MTLS,MTLS,MATERIALISE NV-ADR
ARKK,NTLA,NTLA,INTELLIA THERAPEUTICS INC
ARKK,NVDA,NVDA,NVIDIA CORP
ARKK,NVTA,NVTA,INVITAE CORP
ARKK,PACB,PACB,PACIFIC BIOSCIENCES OF CALIF
ARKK,PATH,PATH,UIPATH INC - CLASS A
ARKK,PD,PD,PAGERDUTY INC
ARKK,RBLX,RBLX,ROBLOX CORP -CLASS A
ARKK,ROKU,ROKU,ROKU INC
ARKK,SE,SE,SEA LTD-ADR
ARKK,SGFY,SGFY,SIGNIFY HEALTH INC -CLASS A
ARKK,SHOP,SHOP,SHOPIFY INC - CLASS A
ARKK,SPOT,SPOT,SPOTIFY TECHNOLOGY SA
ARKK,SQ,SQ,BLOCK INC
ARKK,SSYS,SSYS,STRATASYS LTD
ARKK,TDOC,TDOC,TELADOC HEALTH INC
ARKK,TSLA,TSLA,TESLA INC
ARKK,TSP,TSP,TUSIMPLE HOLDINGS INC - A
ARKK,TWLO,TWLO,TWILIO INC - A
ARKK,TWOU,TWOU,2U INC
ARKK,TWST,TWST,TWIST BIOSCIENCE CORP
ARKK,TXG,TXG,10X GENOMICS INC-CLASS A
ARKK,U,U,UNITY SOFTWARE INC
ARKK,VCYT,VCYT,VERACYTE INC
ARKK,VERV,VERV,VERVE THERAPEUTICS INC
ARKK,ZM,ZM,ZOOM VIDEO COMMUNICATIONS-A
ARKQ,ACHR,ACHR,ARCHER AVIATION INC-A
ARKQ,ANSS,ANSS,ANSYS INC
ARKQ,AVAV,AVAV,AEROVIRONMENT INC
ARKQ,BIDU,BIDU,BAIDU INC - SPON ADR
ARKQ,BLDE,BLDE,BLADE AIR MOBILITY INC
ARKQ,BYDDY,BYDDY,BYD CO LTD-UNSPONSORED ADR
ARKQ,CAT,CAT,CATERPILLAR INC
ARKQ,DDD,DDD,3D SYSTEMS CORP
ARKQ,DE,DE,DEERE & CO
ARKQ,ESLT,ESLT,ELBIT SYSTEMS LTD
ARKQ,GM,GM,GENERAL MOTORS CO
ARKQ,GOOG,GOOG,ALPHABET INC-CL C
ARKQ,IRDM,IRDM,IRIDIUM COMMUNICATIONS INC
ARKQ,ISRG,ISRG,INTUITIVE SURGICAL INC
ARKQ,KMTUY,KMTUY,KOMATSU LTD -SPONS ADR
ARKQ,KTOS,KTOS,KRATOS DEFENSE & SECURITY
ARKQ,LMT,LMT,LOCKHEED MARTIN CORP
ARKQ,MGA,MGA,MAGNA INTERNATIONAL INC
ARKQ,MKFG,MKFG,MARKFORGED HOLDING CORP
ARKQ,MTLS,MTLS,MATERIALISE NV-ADR
ARKQ,MTTR,MTTR,MATTERPORT INC
ARKQ,NIO,NIO,NIO INC - ADR
ARKQ,NIU,NIU,NIU TECHNOLOGIES-SPONS ADR
ARKQ,NNDM,NNDM,NANO DIMENSION LTD - ADR
ARKQ,NVDA,NVDA,NVIDIA CORP
ARKQ,ONVO ,ONVO,ORGANOVO HOLDINGS INC
ARKQ,PATH,PATH,UIPATH INC - CLASS A
ARKQ,PRLB,PRLB,PROTO LABS INC
ARKQ,RKLB,RKLB,ROCKET LAB USA INC
ARKQ,SNPS,SNPS,SYNOPSYS INC
ARKQ,SSYS,SSYS,STRATASYS LTD
ARKQ,TDY,TDY,TELEDYNE TECHNOLOGIES INC
ARKQ,TER,TER,TERADYNE INC
ARKQ,TRMB,TRMB,TRIMBLE INC
